channel_id,public_name,genre
UCyCJIAc8PmAspEy0dbco8eA,Glitch Gyals,pop
UCdC1BdlCfIBgBhjN_yUbL_g,Bohema,pop
UCamMhSytMm91EJthLlq7AMA,NewBoyzTV,urban
UCSKMuccyu8KTXCwRyicA_XA,thepissedjeans,metal
UCF2FLRdp7sG7VlHPZ_SN3wQ,Drew Sycamore,pop
UCjW2tC5sPxJhHIOCG-nMyDA,hitsandboys,pop
UCtTFym1Wq_4OWcm9YJSPw1A,Sôber,rock
UCueyXRvwZy-kOgQ4iQ6k9Aw,hardfitv,rock
UCyBggvUMg-gM1XCSKT1wbQQ,Glitterbox,dance
UClo_l-QkSM8th3WaUiDjisg,Jack Gray,dance
UCf2su0Eljvo9Uya9Ha1bhsA,Pa Salieu,urban
UCkQwWeAJQ0ET787-nNC70PA,Edi Casabella,urban
UCK2a80QPFt-gXrkD0lkQXQA,gosslingmusic,pop
UCVnuykyr2bytPGEaSLSfxcg,Show,country
UCGW91-ExDG5HolRaK59L6ng,Rondodasosa,urban
UC5r25vHHPqBUhNa358-2caQ,Avonlea,pop
UCbGkxRgcnFTNNh3FDJOoJHA,Ronghao Li's Official Channel李榮浩官方專屬頻道,pop
UC3vULc6NgmB8TT4qo6ENTgw,David Flama Oficial,pop
UCHu-c0aQ5GZT_jytQZvCoUw,Roman Tomeš,pop
UCoRUmyNL8KEYftmxRA2n3SQ,Kelly Clarkson,pop
UC0ixS0vQvu2oskzHdmjoadw,Anteros Official,rock
UCdb-Qrty_qmM0jNX7lttW2w,Good Old War,rock
UCkd5zaLO84p9BIW5yZnbtIQ,Triggerfinger,rock
UCNatCkiamAkinKWB25fUAmQ,Sianna Officiel,urban
UCt27MCKTkEqDyKQxRiimL5Q,Gerard Way,pop
UC8JETzqWNyTnAtwaq0_dl9A,Schlager für Alle,pop
UCPgBq_PZP-_mvz6xuPyTRMw,rykodisc,rock
UCY4OcRVRxoyfu0Y1sZgiufQ,Mr. Majoe,urban
UC1qcacefLefHvmNNlZeRynA,Xink,pop
UC1sdELOO1CKDJBOJlFtXBVg,belly,urban
UCvxu4PXbmxL7VrtpbSETURg,lafuga,rock
UCFJWnOaQ2jT-dzC5AGHfU2Q,Postgirobygget,pop
UCC4vxWpMSKdJlUBC9Lw93Tg,Echo & the Bunnymen Videos,rock
UCFZeqNrsp-RjfrgOKkVZm1w,Scar The Martyr,metal
UCPmOFVAeEskSYbVd8dVCq8g,Kaneki Officiel,urban
UC3R5UkoYFxLC37ek0YRkrDw,Jamie Lawson,rock
UCw22kktxsSIwZs1NkVWhyZA,FuneralTube,metal
UCV2qJkJjRLYCtO1iXNxAlDQ,Danger Mouse,rock
UCfSh6YPv5qf8p2QI-Q9k1QA,baxterdury,rock
UCuHOF18dKq6bl3Sr1Go6VLQ,Navii Officiel,pop
UCzXuo8PGa4AK3Pqj4iIF93A,Iggy Pop,rock
UCtqQTkNEmCL3Dn1CQ6LZjZw,Jak Lizard,pop
UC1ZB-YzrmN2gw-wM5uybFrw,Nubes de Malta,pop
UCoNhzD91NebOfKqc0KEZ_Qw,Robyn Ottolini,country
UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,urban
UCGP155PgD2D9tG8s1SEABnw,TheColorGrey,urban
UCXQwejZp8YMTXn5yH0rZp_A,COLOR CREATION,pop
UCGyTHChIrC1PDTjs2lr_v3w,Erann DD,pop
UCfQKBWPoLXnP0gnnyTTN2Wg,caitlincrosby,pop
UCpbKDbFjkfkqyDeEDmrLF3Q,Sara Evans,country
UCaH7BKgTTW5WIM8wFm2dlSA,Martine McCutcheon,dance
UCq50wgcgnV72Nd4ioxLAVEg,livetuneplusChannel,pop
UCWY75uWazCXwtobPO232qAA,Treize Block,urban
UCx7ARlfVHAGs2Qny_RvJbjw,Asco,urban
UCBOyyqXdux-l7Q5bx8mvRxg,KRIT Eighth Floor,rock
UCiVLSJ2MpNteP1oLYfu0VTw,Omar Apollo,pop
UCyIU6uSJVxLnlbV1l_PrvSA,UM44k,dance
UCiNhPakx9VPiWHrRVk1jPQA,Silversun Pickups,metal
UCpo-kpPMRkTzoMK31LgRPmg,Chanceko,urban
UCF2z_ZFQdouHeQlVqPKPLWQ,ABIR,pop
UCpqkfDglatZKrpVrgWiUtGw,Chanti Darling Official,urban
UCkV5xKZTOtQ2N_aIMRLJR1Q,Mike + The Mechanics,rock
UCAWcTQlPfFaoZSVLiK8afOg,SundanceMusicChannel,rock
UC6voWVsvNB6eEAffBRjikiA,Roadrunner Records Italy,metal
UCLteo8WLkQSuQhBOuD5HOZQ,NameThePet,pop
UC2gMECGMn5TVbRN5S5tKb8Q,Christina Perri,pop
UCTaGAZrJk6Y5QtafxAXKK1g,Jaydee,dance
UCoQJcz3rOY-CbzM-t4CRioQ,A R I Z O N A,pop
UCU5-gTdEOOrRShhRjUHyY9g,Mikko Harju,pop
UCXPNfRD_NtY_7F9ZBUy_3Rw,lek carabao,country
UC11pqmcvi8f6GdntAcvA7dg,Yamaha Entertainment Group,pop
UCODetjdmLtRqeT0c_hvqyVw,MadalenaTV,pop
UCOzAHnYUNftl7OXW5KAU2EQ,castofficial,rock
UCayA0Z534jVutFaUeQ8AbTg,tigertownband,rock
UCdvVM4jBnmAfvdFTrFHztiw,daathmusic,metal
UCdWWMWdMyzheIyRsMxwbVEQ,DADARAY,urban
UCX4hKNlViKmjLJhZcd6CkOA,Liberator,latin
UCxEbyGgpkDAgmidshWMZXiA,NovembersDoom1989,metal
UCSuEx43CkHhw1NldDxLxB9Q,DIAA Indonesia,pop
UCVWcLFr8a-ZsobHlVZPKCDA,Akon,pop
UClHlt_Fl6LeyummgDk7-BVw,Wiktoria,pop
UCBUEnHKNLuoZgYExM0CbJdQ,Harrison Brome,urban
UCVV0m2FyZcOVIxWvycEhVVA,Nick Bonin,rock
UCOa160TMShGFq0C0eNNHTmQ,Together Pangea,rock
UCr4ub8Buon9OO565g5IsaMA,JUDE曾若華,pop
UCuzQ80bq1o0d20Dn70j4xsA,showmethemoneydj,dance
UCJ16f9U5vAqK0H_XxnA03QA,drjohn,urban
UCamXysYHSo5ni82XjrlI7Mg,Whoa Music,urban
UCLM67XLcvP74yKksJOVb9wQ,DYLYN,rock
UCactROsC5RQMUQku8E2xGGA,Kinetic,dance
UCBDbvGJCXEffPNh7RyMYTGQ,TheSSLYBY,pop
UCO4idQrqeagVzzvl8v5h5Ag,Carl Noren,pop
UCHQzyxUB4CzJ6j_5Qggqb9w,MrSoundGr,urban
UC1tTNrhhmueBLmaSIH10Z4A,All The Young,rock
UCnULPlEo9YWkhGR9kWaQYww,Doobie Brothers,rock
UCk4R6XW6Wcl3TQFLlvr28Yw,Allielofficiel,pop
UCJnw4bTwCbEyw8Q_VDHIgqg,TeaVirallinen,pop
UC7N12swobgpECWEjhi4zm0w,thecabriolets,rock
UCpwZ4mD9ZI-6-I6zb32n6eA,Dominique A,rock
UCKb-QotIdnfF9Lgm6sG3CbQ,brandyandrayjmusic,urban
UC6DEW8WJAz1T-qESPDfooRQ,Marc Seguí,pop
UCwld2avTZl_nxG2zOz0_Ihw,JJ Shiplett,country
UCmlj__nBD3bd_ypnRNVu2gw,superreyesoficial,pop
UCJePQ8lQi2HKNfnvwMmXhmQ,Highly Contrasting,dance
